λ,μ,p,n,MSE
47.89473684210526,58.315789473684205,194,200,5,7.417906758899602
47.89473684210526,58.315789473684205,242,200,5,11.746907531065277
47.89473684210526,58.315789473684205,289,200,5,14.331487367060227
47.89473684210526,58.315789473684205,336,200,5,14.035948757555927
47.89473684210526,58.315789473684205,384,200,5,17.339011289668477
47.89473684210526,58.315789473684205,431,200,5,18.508635159263047
47.89473684210526,58.315789473684205,478,200,5,22.691586686326275
47.89473684210526,58.315789473684205,526,200,5,18.346239530351795
47.89473684210526,58.315789473684205,573,200,5,18.63046272113512
47.89473684210526,58.315789473684205,621,200,5,22.158695575559065
47.89473684210526,58.315789473684205,668,200,5,23.146886332837603
47.89473684210526,58.315789473684205,715,200,5,20.339645918064722
47.89473684210526,58.315789473684205,763,200,5,23.758719366356363
47.89473684210526,58.315789473684205,810,200,5,35.81677722483987
47.89473684210526,58.315789473684205,857,200,5,22.7250469211417
47.89473684210526,58.315789473684205,905,200,5,21.93832261639113
47.89473684210526,58.315789473684205,952,200,5,22.031492949687753
47.89473684210526,58.315789473684205,1000,200,5,19.340572838681446
53.10526315789473,58.315789473684205,100,200,5,4.120254555827247
53.10526315789473,58.315789473684205,147,200,5,10.833569822292167
53.10526315789473,58.315789473684205,194,200,5,13.677553111244002
53.10526315789473,58.315789473684205,242,200,5,12.209359721307882
53.10526315789473,58.315789473684205,289,200,5,17.341194376736873
53.10526315789473,58.315789473684205,336,200,5,19.85937961768739
53.10526315789473,58.315789473684205,384,200,5,22.876841846491438
53.10526315789473,58.315789473684205,431,200,5,17.70949850232588
53.10526315789473,58.315789473684205,478,200,5,18.407617305044404
53.10526315789473,58.315789473684205,526,200,5,17.457350937313187
53.10526315789473,58.315789473684205,573,200,5,19.50496857891102
53.10526315789473,58.315789473684205,621,200,5,12.63684608105023
53.10526315789473,58.315789473684205,668,200,5,27.060905976013615
53.10526315789473,58.315789473684205,715,200,5,17.55641004816606
53.10526315789473,58.315789473684205,763,200,5,19.53130239487779
53.10526315789473,58.315789473684205,810,200,5,23.78759443440065
53.10526315789473,58.315789473684205,857,200,5,19.901313424986927
53.10526315789473,58.315789473684205,905,200,5,22.924753959455415
53.10526315789473,58.315789473684205,952,200,5,31.705815535281804
53.10526315789473,58.315789473684205,1000,200,5,18.394664501734464
58.315789473684205,58.315789473684205,100,200,5,3.0626503925916984
58.315789473684205,58.315789473684205,147,200,5,19.379439014519296
58.315789473684205,58.315789473684205,194,200,5,14.994505542656917
58.315789473684205,58.315789473684205,242,200,5,8.631713958967945
58.315789473684205,58.315789473684205,289,200,5,11.941020623451957
58.315789473684205,58.315789473684205,336,200,5,17.943686226511545
58.315789473684205,58.315789473684205,384,200,5,14.571572884608969
58.315789473684205,58.315789473684205,431,200,5,19.15209936553162
58.315789473684205,58.315789473684205,478,200,5,18.114818531841873
58.315789473684205,58.315789473684205,526,200,5,21.087922015820528
58.315789473684205,58.315789473684205,573,200,5,24.745436201202843
58.315789473684205,58.315789473684205,621,200,5,22.295497869271813
58.315789473684205,58.315789473684205,668,200,5,33.97027545544344
58.315789473684205,58.315789473684205,715,200,5,15.82912815333065
58.315789473684205,58.315789473684205,763,200,5,18.80332675389845
58.315789473684205,58.315789473684205,810,200,5,15.902371145244768
58.315789473684205,58.315789473684205,857,200,5,19.63293714712428
58.315789473684205,58.315789473684205,905,200,5,24.26324844772053
58.315789473684205,58.315789473684205,952,200,5,28.184210285521104
58.315789473684205,58.315789473684205,1000,200,5,20.91213903580775
63.526315789473685,58.315789473684205,100,200,5,4.029173414631116
63.526315789473685,58.315789473684205,147,200,5,28.87525453261815
63.526315789473685,58.315789473684205,194,200,5,11.183338450242376
63.526315789473685,58.315789473684205,242,200,5,19.434803281166083
63.526315789473685,58.315789473684205,289,200,5,12.110872909492103
63.526315789473685,58.315789473684205,336,200,5,13.48290609765161
63.526315789473685,58.315789473684205,384,200,5,13.804453467318337
63.526315789473685,58.315789473684205,431,200,5,15.240641129960775
63.526315789473685,58.315789473684205,478,200,5,21.631067921973955
63.526315789473685,58.315789473684205,526,200,5,23.06897931545328
63.526315789473685,58.315789473684205,573,200,5,17.221772742052615
63.526315789473685,58.315789473684205,621,200,5,20.404398998044304
63.526315789473685,58.315789473684205,668,200,5,25.173889963371927
63.526315789473685,58.315789473684205,715,200,5,18.401561435225737
63.526315789473685,58.315789473684205,763,200,5,21.47072568587925
63.526315789473685,58.315789473684205,810,200,5,19.057378193202126
63.526315789473685,58.315789473684205,857,200,5,19.72989233990023
63.526315789473685,58.315789473684205,905,200,5,20.032233588142333
63.526315789473685,58.315789473684205,952,200,5,22.70400666211557
63.526315789473685,58.315789473684205,1000,200,5,23.934483004313527
68.73684210526315,58.315789473684205,100,200,5,3.5361756140726444
68.73684210526315,58.315789473684205,147,200,5,14.659934063681163
68.73684210526315,58.315789473684205,194,200,5,9.007582935048248
68.73684210526315,58.315789473684205,242,200,5,13.13480881947681
68.73684210526315,58.315789473684205,289,200,5,20.316556905775567
68.73684210526315,58.315789473684205,336,200,5,17.80806930800351
68.73684210526315,58.315789473684205,384,200,5,17.927133752069935
68.73684210526315,58.315789473684205,431,200,5,18.871122590207488
68.73684210526315,58.315789473684205,478,200,5,19.547390254497113
68.73684210526315,58.315789473684205,526,200,5,18.433770657417604
68.73684210526315,58.315789473684205,573,200,5,23.677625269655874
68.73684210526315,58.315789473684205,621,200,5,23.613119487945355
68.73684210526315,58.315789473684205,668,200,5,18.511877224319377
68.73684210526315,58.315789473684205,715,200,5,22.254335118561233
68.73684210526315,58.315789473684205,763,200,5,19.691649679306973
68.73684210526315,58.315789473684205,810,200,5,19.94120210316468
68.73684210526315,58.315789473684205,857,200,5,22.794371283059217
68.73684210526315,58.315789473684205,905,200,5,28.827131876788023
68.73684210526315,58.315789473684205,952,200,5,25.246618735839583
68.73684210526315,58.315789473684205,1000,200,5,25.950609816441045
73.94736842105263,58.315789473684205,100,200,5,2.755713457998829
73.94736842105263,58.315789473684205,147,200,5,17.443711111828488
73.94736842105263,58.315789473684205,194,200,5,14.857821092229406
73.94736842105263,58.315789473684205,242,200,5,13.745624308093344
73.94736842105263,58.315789473684205,289,200,5,13.577492084637788
73.94736842105263,58.315789473684205,336,200,5,12.014203193715899
73.94736842105263,58.315789473684205,384,200,5,15.389378876823617
73.94736842105263,58.315789473684205,431,200,5,16.788408115990396
73.94736842105263,58.315789473684205,478,200,5,23.37350515266106
73.94736842105263,58.315789473684205,526,200,5,22.172838498327682
73.94736842105263,58.315789473684205,573,200,5,15.849152115410106
73.94736842105263,58.315789473684205,621,200,5,14.088623670815128
73.94736842105263,58.315789473684205,668,200,5,20.944679503592788
73.94736842105263,58.315789473684205,715,200,5,19.537810165765347
73.94736842105263,58.315789473684205,763,200,5,20.206136804013095
73.94736842105263,58.315789473684205,810,200,5,18.540725900027965
73.94736842105263,58.315789473684205,857,200,5,29.57340577962297
73.94736842105263,58.315789473684205,905,200,5,17.410568335256038
73.94736842105263,58.315789473684205,952,200,5,29.605051294336185
73.94736842105263,58.315789473684205,1000,200,5,19.035933434279137
79.1578947368421,58.315789473684205,100,200,5,2.5765441059548304
79.1578947368421,58.315789473684205,147,200,5,15.803347759640376
79.1578947368421,58.315789473684205,194,200,5,12.47919885799478
79.1578947368421,58.315789473684205,242,200,5,9.834882839626436
79.1578947368421,58.315789473684205,289,200,5,16.27309161816673
79.1578947368421,58.315789473684205,336,200,5,16.544483624583258
79.1578947368421,58.315789473684205,384,200,5,14.930987977831396
79.1578947368421,58.315789473684205,431,200,5,26.363698523841194
79.1578947368421,58.315789473684205,478,200,5,14.09295692993378
79.1578947368421,58.315789473684205,526,200,5,18.210522403059255
79.1578947368421,58.315789473684205,573,200,5,22.44495705463946
79.1578947368421,58.315789473684205,621,200,5,26.554359446286167
79.1578947368421,58.315789473684205,668,200,5,37.41299940324404
79.1578947368421,58.315789473684205,715,200,5,17.754662071058874
79.1578947368421,58.315789473684205,763,200,5,19.784681989274954
79.1578947368421,58.315789473684205,810,200,5,16.92618524381834
79.1578947368421,58.315789473684205,857,200,5,19.885089030156426
79.1578947368421,58.315789473684205,905,200,5,20.565397050254155
79.1578947368421,58.315789473684205,952,200,5,23.490116445252877
79.1578947368421,58.315789473684205,1000,200,5,23.830066864321225
84.36842105263158,58.315789473684205,100,200,5,3.1069136373021298
84.36842105263158,58.315789473684205,147,200,5,33.66779007946204
84.36842105263158,58.315789473684205,194,200,5,14.768884287965841
84.36842105263158,58.315789473684205,242,200,5,10.788485729224629
84.36842105263158,58.315789473684205,289,200,5,20.68087009097626
84.36842105263158,58.315789473684205,336,200,5,11.391257763428175
84.36842105263158,58.315789473684205,384,200,5,17.00948350031317
84.36842105263158,58.315789473684205,431,200,5,17.243794461879766
84.36842105263158,58.315789473684205,478,200,5,23.907362154874978
84.36842105263158,58.315789473684205,526,200,5,17.709837387472376
84.36842105263158,58.315789473684205,573,200,5,30.380063570065946
84.36842105263158,58.315789473684205,621,200,5,20.442466220185295
84.36842105263158,58.315789473684205,668,200,5,25.071399860373944
84.36842105263158,58.315789473684205,715,200,5,27.265025510738155
84.36842105263158,58.315789473684205,763,200,5,27.062336013183128
84.36842105263158,58.315789473684205,810,200,5,22.591885710403965
84.36842105263158,58.315789473684205,857,200,5,25.0719434381394
84.36842105263158,58.315789473684205,905,200,5,28.505278782561106
84.36842105263158,58.315789473684205,952,200,5,21.574267629951958
84.36842105263158,58.315789473684205,1000,200,5,15.947389099165617
89.57894736842105,58.315789473684205,100,200,5,3.606347527536783
89.57894736842105,58.315789473684205,147,200,5,24.20740839745395
89.57894736842105,58.315789473684205,194,200,5,9.953376389661255
89.57894736842105,58.315789473684205,242,200,5,14.254148968973261
89.57894736842105,58.315789473684205,289,200,5,15.116876385612017
89.57894736842105,58.315789473684205,336,200,5,9.985295253493867
89.57894736842105,58.315789473684205,384,200,5,14.116399093932607
89.57894736842105,58.315789473684205,431,200,5,22.982744376047638
89.57894736842105,58.315789473684205,478,200,5,22.74875808894709
89.57894736842105,58.315789473684205,526,200,5,18.759806117212655
89.57894736842105,58.315789473684205,573,200,5,20.81151337418673
89.57894736842105,58.315789473684205,621,200,5,21.248273405355977
89.57894736842105,58.315789473684205,668,200,5,20.744117359724875
89.57894736842105,58.315789473684205,715,200,5,19.632602883398402
89.57894736842105,58.315789473684205,763,200,5,19.174566402047255
89.57894736842105,58.315789473684205,810,200,5,23.738895879250435
89.57894736842105,58.315789473684205,857,200,5,15.563672560691547
89.57894736842105,58.315789473684205,905,200,5,27.273496057954652
89.57894736842105,58.315789473684205,952,200,5,25.6228558159374
89.57894736842105,58.315789473684205,1000,200,5,23.240066037512957
94.78947368421052,58.315789473684205,100,200,5,3.4985686989962024
94.78947368421052,58.315789473684205,147,200,5,9.91560380429836
94.78947368421052,58.315789473684205,194,200,5,10.807968995431391
94.78947368421052,58.315789473684205,242,200,5,10.459684800933472
94.78947368421052,58.315789473684205,289,200,5,14.936457477612262
94.78947368421052,58.315789473684205,336,200,5,12.976922932311815
94.78947368421052,58.315789473684205,384,200,5,20.31363710807284
94.78947368421052,58.315789473684205,431,200,5,16.028337572901727
94.78947368421052,58.315789473684205,478,200,5,18.587021856835943
94.78947368421052,58.315789473684205,526,200,5,19.69706898255488
94.78947368421052,58.315789473684205,573,200,5,19.34856499523759
94.78947368421052,58.315789473684205,621,200,5,20.365439878382684
94.78947368421052,58.315789473684205,668,200,5,22.379822176622515
94.78947368421052,58.315789473684205,715,200,5,27.1408287797762
94.78947368421052,58.315789473684205,763,200,5,20.078286660972644
94.78947368421052,58.315789473684205,810,200,5,24.994170528572997
94.78947368421052,58.315789473684205,857,200,5,21.95555524440008
94.78947368421052,58.315789473684205,905,200,5,22.177171640086293
94.78947368421052,58.315789473684205,952,200,5,21.858930140638037
94.78947368421052,58.315789473684205,1000,200,5,20.30152671539988
100.0,58.315789473684205,100,200,5,3.7366622575307122
100.0,58.315789473684205,147,200,5,15.517087407179421
100.0,58.315789473684205,194,200,5,11.112719323260526
100.0,58.315789473684205,242,200,5,16.23205777479775
100.0,58.315789473684205,289,200,5,13.188769395669846
100.0,58.315789473684205,336,200,5,18.16883366423707
100.0,58.315789473684205,384,200,5,14.98925173770046
100.0,58.315789473684205,431,200,5,18.247886658580033
100.0,58.315789473684205,478,200,5,28.103193115291063
100.0,58.315789473684205,526,200,5,15.334575790641155
100.0,58.315789473684205,573,200,5,17.83022326942771
100.0,58.315789473684205,621,200,5,20.057881172654007
100.0,58.315789473684205,668,200,5,20.162316317262206
100.0,58.315789473684205,715,200,5,19.741511426536388
100.0,58.315789473684205,763,200,5,20.227744798411873
100.0,58.315789473684205,810,200,5,17.659260382827927
100.0,58.315789473684205,857,200,5,18.933618071564517
100.0,58.315789473684205,905,200,5,29.179994871855563
100.0,58.315789473684205,952,200,5,23.490881065880192
100.0,58.315789473684205,1000,200,5,20.776985121933173
1.0,63.526315789473685,100,200,5,3.6991749762901955
1.0,63.526315789473685,147,200,5,13.048573841823096
